FECHA_ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_VICTIMA,TIPO_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS,DIRECCION_ACCIDENTE,LATITUD,LONGITUD,1VIA_TIPO,1VIA_NUM,1VIA_NOM,1SUFIJO,2VIA_TIPO,2VIA_NUM,2VIA_NOM,2SUFIJO,COMPLEMENTO
2021-04-27,Motociclista,Herido,Choque,M,29,1,CALLE 110 CARRERA 26,10.971627,-74.837145,CALLE,110,,,CARRERA,26,,,
2021-04-27,Motociclista,Herido,Choque,M,60,1,CALLE 48 CARRERA 38,10.980458,-74.789395,CALLE,48,,,CARRERA,38,,,
2021-04-28,Motociclista,Herido,Atropello,F,24,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-04-28,Peaton,Herido,Atropello,M,29,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-04-28,Motociclista,Herido,Atropello,M,38,1,CARRERA 43 CALLE 32,10.980994,-74.77628,CARRERA,43,,,CALLE,32,,,
2021-04-28,Peaton,Herido,Atropello,M,22,1,CARRERA 43 CALLE 32,10.980994,-74.77628,CARRERA,43,,,CALLE,32,,,
2021-04-29,Pasajero,Muerto,Atropello,M,48,1,CARRERA 38 CALLE 29,10.97597,-74.776775,CARRERA,38,,,CALLE,29,,,
2021-04-29,Ciclista,Herido,Choque,M,21,1,CALLE 17 CARRERA 7,10.944288,-74.770799,CALLE,17,,,CARRERA,7,,,
2021-04-29,Motociclista,Herido,Choque,M,48,1,VIA 40 CARRERA 50,11.017053,-74.796117,VIA,40,,,CARRERA,50,,,
2021-04-30,Motociclista,Herido,Choque,M,53,1,CALLE 30 CARRERA 1,11.004107,-74.806981,CALLE,30,,,CARRERA,1,,,
2021-04-30,Motociclista,Herido,Choque,M,35,1,CALLE 96 CARRERA 15 SUR,11.012574,-74.825106,CALLE,96,,,CARRERA,15,,SUR,
2021-04-30,Conductor,Herido,Choque,F,80,1,CARRERA 51 CALLE 82,11.003749,-74.814866,CARRERA,51,,,CALLE,82,,,
2021-04-30,Acompañante,Herido,Choque,M,20,1,VIA 40 CARRERA 67B,11.001966,-74.784772,VIA,40,,,CARRERA,67B,,,
2021-04-30,Conductor,Herido,Choque,M,34,1,VIA 40 CARRERA 67B,11.001966,-74.784772,VIA,40,,,CARRERA,67B,,,
2021-05-01,Conductor,Herido,Choque,M,29,1,CALLE 31 CARRERA 27,10.966379,-74.782906,CALLE,31,,,CARRERA,27,,,
2021-05-01,Pasajero,Herido,Choque,F,29,1,CALLE 31 CARRERA 27,10.966379,-74.782906,CALLE,31,,,CARRERA,27,,,
2021-05-01,Acompañante,Herido,Choque,M,23,1,CALLE 47 CARRERA 21B,10.96337,-74.794191,CALLE,47,,,CARRERA,21B,,,
2021-05-01,Motociclista,Herido,Choque,M,28,1,CALLE 47 CARRERA 21B,10.96337,-74.794191,CALLE,47,,,CARRERA,21B,,,
2021-05-01,Motociclista,Herido,Choque,M,31,1,CALLE 72 CARRERA 6,10.947479,-74.816493,CALLE,72,,,CARRERA,6,,,
2021-05-01,Motociclista,Herido,Choque,F,26,1,CALLE 96 CARRERA 6,10.944095,-74.827443,CALLE,96,,,CARRERA,6,,,
2021-05-01,Pasajero,Herido,Choque,F,30,1,CALLE 96 CARRERA 6,10.944095,-74.827443,CALLE,96,,,CARRERA,6,,,
2021-05-02,Ciclista,Herido,Choque,M,56,1,CALLE 110 CARRERA 75A,11.033264,-74.830955,CALLE,110,,,CARRERA,75A,,,
2021-05-03,Pasajero,Herido,Choque,M,52,1,CALLE 8 CARRERA 38,10.974676,-74.77223,CALLE,8,,,CARRERA,38,,,
2021-05-03,Pasajero,Herido,Choque,M,54,1,CALLE 8 CARRERA 38,10.974676,-74.77223,CALLE,8,,,CARRERA,38,,,
2021-05-04,Peaton,Herido,Atropello,M,36,1,CARRERA 65 CALLE 109,11.011368,-74.804563,CARRERA,65,,,CALLE,109,,,
2021-05-04,Ciclista,Herido,Choque,M,38,1,CALLE 19 CARRERA 3B,10.939254,-74.77883,CALLE,19,,,CARRERA,3B,,,
2021-05-04,Motociclista,Herido,Choque,M,35,1,CALLE 68 CARRERA 34B,10.98257,-74.803455,CALLE,68,,,CARRERA,34B,,,
2021-05-04,Conductor,Herido,Choque,F,43,1,CALLE 72 CARRERA 71,11.007155,-74.791504,CALLE,72,,,CARRERA,71,,,
2021-05-04,Motociclista,Herido,Choque,M,33,1,CALLE 84 CARRERA 78B,11.023077,-74.805889,CALLE,84,,,CARRERA,78B,,,
2021-05-04,Motociclista,Herido,Choque,M,68,1,CARRERA 49 CALLE 68,10.99447,-74.800611,CARRERA,49,,,CALLE,68,,,
2021-05-05,Pasajero,Herido,Choque,F,43,1,CARRERA 9G CALLE 53,10.977808,-74.794285,CARRERA,9G,,,CALLE,53,,,
2021-05-06,Motociclista,Herido,Choque,M,41,1,CALLE 110 CARRERA 43,10.995709,-74.839189,CALLE,110,,,CARRERA,43,,,
2021-05-06,Motociclista,Herido,Choque,M,25,1,CALLE 38 CARRERA 21,10.96004,-74.788982,CALLE,38,,,CARRERA,21,,,
2021-05-06,Motociclista,Herido,Choque,M,34,1,CALLE 84 CARRERA 42H,10.99768,-74.820484,CALLE,84,,,CARRERA,42H,,,
2021-05-06,Acompañante,Herido,Choque,M,76,1,CARRERA 55 CALLE 106,11.018761,-74.834146,CARRERA,55,,,CALLE,106,,,
2021-05-07,Conductor,Herido,Choque,F,48,1,CARRERA 52C CALLE 94,11.011919,-74.823785,CARRERA,52C,,,CALLE,94,,,
2021-05-08,Pasajero,Herido,Choque,F,10,1,CALLE 49 CARRERA 8,10.946154,-74.804952,CALLE,49,,,CARRERA,8,,,
2021-05-08,Pasajero,Herido,Choque,F,27,1,CALLE 49 CARRERA 8,10.946154,-74.804952,CALLE,49,,,CARRERA,8,,,
2021-05-08,Motociclista,Herido,Choque,M,35,1,CALLE 61 CARRERA 41,10.984674,-74.798105,CALLE,61,,,CARRERA,41,,,
2021-05-08,Motociclista,Herido,Choque,M,53,1,CARRERA 8 CALLE 40,10.94612,-74.79541,CARRERA,8,,,CALLE,40,,,
2021-05-08,Pasajero,Herido,Choque,F,44,1,CARRERA 8 CALLE 40,10.94612,-74.79541,CARRERA,8,,,CALLE,40,,,
2021-05-09,Pasajero,Herido,Choque,F,41,2,CALLE 21 CARRERA 15,10.953501,-74.776203,CALLE,21,,,CARRERA,15,,,
2021-05-09,Pasajero,Herido,Choque,F,64,1,CALLE 21 CARRERA 15,10.953501,-74.776203,CALLE,21,,,CARRERA,15,,,
2021-05-09,Pasajero,Herido,Choque,M,25,1,CALLE 21 CARRERA 15,10.953501,-74.776203,CALLE,21,,,CARRERA,15,,,
2021-05-09,Ciclista,Herido,Choque,M,24,1,CALLE 35 CARRERA 9D,10.949036,-74.789868,CALLE,35,,,CARRERA,9D,,,
2021-05-09,Motociclista,Herido,Choque,M,55,1,CALLE 35 CARRERA 9D,10.949036,-74.789868,CALLE,35,,,CARRERA,9D,,,
2021-05-09,Acompañante,Herido,Choque,M,33,1,CALLE 51B CARRERA 15 SUR,10.922826,-74.805247,CALLE,51B,,,CARRERA,15,,SUR,
2021-05-09,Motociclista,Herido,Choque,M,35,1,CALLE 51B CARRERA 15 SUR,10.922826,-74.805247,CALLE,51B,,,CARRERA,15,,SUR,
2021-05-10,Motociclista,Herido,Atropello,M,29,1,CALLE 90 CARRERA 4 SUR,10.932581,-74.824653,CALLE,90,,,CARRERA,4,,SUR,
2021-05-10,Pasajero,Herido,Atropello,F,53,1,CALLE 90 CARRERA 4 SUR,10.932581,-74.824653,CALLE,90,,,CARRERA,4,,SUR,
2021-05-10,Motociclista,Herido,Choque,M,42,1,CALLE 31 CARRERA 30,10.969368,-74.781428,CALLE,31,,,CARRERA,30,,,
2021-05-10,Motociclista,Herido,Choque,M,42,1,CALLE 34 CARRERA 5D,10.975893,-74.779884,CALLE,34,,,CARRERA,5D,,,
2021-05-10,Motociclista,Herido,Choque,M,36,1,CALLE 38B CARRERA 17,10.954626,-74.792356,CALLE,38B,,,CARRERA,17,,,
2021-05-10,Pasajero,Herido,Choque,F,25,1,CALLE 99 CARRERA 6,10.943635,-74.829696,CALLE,99,,,CARRERA,6,,,
2021-05-10,Pasajero,Herido,Choque,F,30,1,CALLE 99 CARRERA 6,10.943635,-74.829696,CALLE,99,,,CARRERA,6,,,
2021-05-10,Pasajero,Herido,Choque,F,57,1,CALLE 99 CARRERA 6,10.943635,-74.829696,CALLE,99,,,CARRERA,6,,,
2021-05-10,Motociclista,Herido,Choque,M,27,1,CARRERA 59C CALLE 81,11.011107,-74.808256,CARRERA,59C,,,CALLE,81,,,
2021-05-11,Pasajero,Herido,Choque,M,67,1,AVENIDA CIRCUNVALAR CALLE 73,10.924162,-74.819418,AVENIDA,,CIRCUNVALAR,,CALLE,73,,,
2021-05-11,Motociclista,Herido,Choque,M,24,1,CALLE 33 CARRERA 22,10.961604,-74.785714,CALLE,33,,,CARRERA,22,,,
2021-05-11,Motociclista,Herido,Choque,M,41,1,CALLE 6 CARRERA 46,10.985115,-74.773535,CALLE,6,,,CARRERA,46,,,
2021-05-11,Motociclista,Herido,Choque,M,69,1,CARRERA 45 CALLE 48,10.986965,-74.787153,CARRERA,45,,,CALLE,48,,,
2021-05-11,Conductor,Herido,Choque,M,37,1,CARRERA 49C CALLE 90,11.005553,-74.823514,CARRERA,49C,,,CALLE,90,,,
2021-05-12,Pasajero,Herido,Choque,F,26,1,CALLE 110 CARRERA 43,10.995709,-74.839189,CALLE,110,,,CARRERA,43,,,
2021-05-13,Pasajero,Herido,Choque,M,14,1,AVENIDA CIRCUNVALAR CALLE 96,10.927846,-74.827615,AVENIDA,,CIRCUNVALAR,,CALLE,96,,,
2021-05-13,Pasajero,Herido,Choque,M,20,1,AVENIDA CIRCUNVALAR CALLE 96,10.927846,-74.827615,AVENIDA,,CIRCUNVALAR,,CALLE,96,,,
2021-05-13,Pasajero,Herido,Choque,M,50,1,AVENIDA CIRCUNVALAR CALLE 96,10.927846,-74.827615,AVENIDA,,CIRCUNVALAR,,CALLE,96,,,
2021-05-13,Motociclista,Herido,Choque,M,50,1,CALLE 94 CARRERA 65,11.018701,-74.817903,CALLE,94,,,CARRERA,65,,,
2021-05-13,Ciclista,Herido,Choque,M,34,1,CALLE 45 CARRERA 11 SUR,10.92566,-74.799073,CALLE,45,,,CARRERA,11,,SUR,
2021-05-13,Motociclista,Herido,Choque,M,39,1,CALLE 45 CARRERA 11 SUR,10.92566,-74.799073,CALLE,45,,,CARRERA,11,,SUR,
2021-05-13,Conductor,Herido,Choque,F,50,1,CALLE 45 CARRERA 8,10.946184,-74.799829,CALLE,45,,,CARRERA,8,,,
2021-05-13,Motociclista,Herido,Choque,M,30,1,CALLE 45 CARRERA 8,10.946184,-74.799829,CALLE,45,,,CARRERA,8,,,
2021-05-13,Pasajero,Herido,Choque,M,41,1,CALLE 45 CARRERA 8,10.946184,-74.799829,CALLE,45,,,CARRERA,8,,,
2021-05-13,Motociclista,Herido,Choque,M,35,1,CALLE 53 CARRERA 28,10.977808,-74.794285,CALLE,53,,,CARRERA,28,,,
2021-05-13,Motociclista,Herido,Choque,M,33,1,CALLE 70B CARRERA 31,10.980485,-74.809107,CALLE,70B,,,CARRERA,31,,,
2021-05-13,Conductor,Herido,Choque,F,68,1,CARRERA 43 CALLE 68,10.988924,-74.802161,CARRERA,43,,,CALLE,68,,,
2021-05-13,Pasajero,Herido,Choque,M,47,1,CARRERA 43 CALLE 68,10.988924,-74.802161,CARRERA,43,,,CALLE,68,,,
2021-05-13,Conductor,Herido,Choque,M,44,1,VIA 40 CALLE 70,11.006892,-74.789972,VIA,40,,,CALLE,70,,,
2021-05-14,Motociclista,Herido,Choque,M,28,1,CALLE 91 CARRERA 71,11.020203,-74.81525,CALLE,91,,,CARRERA,71,,,
2021-05-15,Motociclista,Herido,Choque,M,31,1,AVENIDA CIRCUNVALAR CALLE 48F,10.922976,-74.809257,AVENIDA,,CIRCUNVALAR,,CALLE,48F,,,
2021-05-15,Pasajero,Herido,Choque,M,25,1,AVENIDA CIRCUNVALAR CALLE 48F,10.922976,-74.809257,AVENIDA,,CIRCUNVALAR,,CALLE,48F,,,
2021-05-15,Motociclista,Herido,Choque,M,32,1,CALLE 110 CARRERA 82,11.033264,-74.830955,CALLE,110,,,CARRERA,82,,,
2021-05-15,Ciclista,Herido,Choque,M,21,1,CALLE 17 CARRERA 19,10.957354,-74.774397,CALLE,17,,,CARRERA,19,,,
2021-05-15,Motociclista,Herido,Choque,M,44,1,CALLE 47A CARRERA 20,10.962618,-74.797146,CALLE,47A,,,CARRERA,20,,,
2021-05-15,Conductor,Herido,Choque,M,41,1,CALLE 53 CARRERA 33,10.977289,-74.794414,CALLE,53,,,CARRERA,33,,,
2021-05-15,Pasajero,Herido,Choque,F,64,1,CALLE 53 CARRERA 33,10.977289,-74.794414,CALLE,53,,,CARRERA,33,,,
2021-05-15,Conductor,Herido,Choque,M,60,1,CARRERA 20 CALLE 51,10.965191,-74.798797,CARRERA,20,,,CALLE,51,,,
2021-05-15,Pasajero,Herido,Choque,M,31,1,CARRERA 20 CALLE 51,10.965191,-74.798797,CARRERA,20,,,CALLE,51,,,
2021-05-15,Pasajero,Herido,Choque,M,43,1,CARRERA 43 CALLE 72,10.99163,-74.807194,CARRERA,43,,,CALLE,72,,,
2021-05-16,Motociclista,Herido,Choque,F,28,1,CALLE 84 CARRERA 44,11.000032,-74.81953,CALLE,84,,,CARRERA,44,,,
2021-05-16,Motociclista,Herido,Choque,M,27,1,CALLE 84 CARRERA 44,11.000032,-74.81953,CALLE,84,,,CARRERA,44,,,
2021-05-17,Peaton,Herido,Atropello,M,47,1,CARRERA 6 DIAGONAL 88,10.946573,-74.819152,CARRERA,6,,,DIAGONAL,88,,,
2021-05-17,Acompañante,Herido,Choque,F,32,1,CALLE 70 CARRERA 15 SUR,10.990397,-74.804898,CALLE,70,,,CARRERA,15,,SUR,
2021-05-17,Motociclista,Herido,Choque,M,34,1,CALLE 70 CARRERA 15 SUR,10.990397,-74.804898,CALLE,70,,,CARRERA,15,,SUR,
2021-05-17,Motociclista,Herido,Choque,M,39,1,CALLE 70 CARRERA 15 SUR,10.990397,-74.804898,CALLE,70,,,CARRERA,15,,SUR,
2021-05-17,Motociclista,Herido,Choque,M,26,1,CALLE 84 CARRERA 59,11.010561,-74.811964,CALLE,84,,,CARRERA,59,,,
2021-05-18,Peaton,Herido,Atropello,M,6,1,CARRERA 10 CALLE 18,10.949712,-74.774681,CARRERA,10,,,CALLE,18,,,
2021-05-18,Ciclista,Herido,Caida Ocupante,M,35,1,AVENIDA CIRCUNVALAR CARRERA 6E,10.946607,-74.833413,AVENIDA,,CIRCUNVALAR,,CARRERA,6E,,,
2021-05-18,Pasajero,Herido,Caida Ocupante,M,38,1,AVENIDA CIRCUNVALAR CARRERA 6E,10.946607,-74.833413,AVENIDA,,CIRCUNVALAR,,CARRERA,6E,,,
2021-05-18,Motociclista,Herido,Choque,M,33,1,CALLE 110 CARRERA 14 SUR,10.994553,-74.838779,CALLE,110,,,CARRERA,14,,SUR,
2021-05-18,Motociclista,Herido,Choque,M,34,1,CALLE 87 CARRERA 76,11.022984,-74.809214,CALLE,87,,,CARRERA,76,,,
2021-05-18,Conductor,Herido,Choque,F,31,1,CARRERA 52 CALLE 80,11.004698,-74.812138,CARRERA,52,,,CALLE,80,,,
2021-05-19,Conductor,Herido,Choque,M,44,1,CALLE 110 CARRERA 6D,11.033264,-74.830955,CALLE,110,,,CARRERA,6D,,,
2021-05-19,Pasajero,Herido,Choque,F,30,1,CALLE 110 CARRERA 6D,11.033264,-74.830955,CALLE,110,,,CARRERA,6D,,,
2021-05-19,Pasajero,Herido,Choque,M,39,1,CALLE 35 CARRERA 27,10.966869,-74.78391,CALLE,35,,,CARRERA,27,,,
2021-05-20,Motociclista,Herido,Caida Ocupante,M,37,1,CALLE 53 CARRERA 53,10.991925,-74.789213,CALLE,53,,,CARRERA,53,,,
2021-05-20,Ciclista,Herido,Choque,M,42,1,AVENIDA CIRCUNVALAR CARRERA 38,10.92896,-74.785566,AVENIDA,,CIRCUNVALAR,,CARRERA,38,,,
2021-05-20,Acompañante,Herido,Choque,M,24,1,AVENIDA CIRCUNVALAR CARRERA 10,10.959065,-74.837117,AVENIDA,,CIRCUNVALAR,,CARRERA,10,,,
2021-05-20,Motociclista,Herido,Choque,M,25,1,AVENIDA CIRCUNVALAR CARRERA 10,10.959065,-74.837117,AVENIDA,,CIRCUNVALAR,,CARRERA,10,,,
2021-05-21,Pasajero,Herido,Caida Ocupante,M,36,1,CARRERA 44 CALLE 72,10.992581,-74.8066,CARRERA,44,,,CALLE,72,,,
2021-05-21,Motociclista,Herido,Choque,M,30,1,CALLE 15 CARRERA 60,10.959711,-74.773697,CALLE,15,,,CARRERA,60,,,
2021-05-21,Acompañante,Herido,Choque,F,5,1,CALLE 17 CARRERA 33B,10.971242,-74.774501,CALLE,17,,,CARRERA,33B,,,
2021-05-21,Ciclista,Herido,Choque,M,29,1,CALLE 17 CARRERA 33B,10.971242,-74.774501,CALLE,17,,,CARRERA,33B,,,
2021-05-21,Motociclista,Herido,Choque,M,47,1,CALLE 17 CARRERA 33B,10.971242,-74.774501,CALLE,17,,,CARRERA,33B,,,
2021-05-21,Pasajero,Herido,Choque,F,21,1,CALLE 17 CARRERA 33B,10.971242,-74.774501,CALLE,17,,,CARRERA,33B,,,
2021-05-21,Motociclista,Herido,Choque,M,35,1,CALLE 59 CARRERA 9,10.950354,-74.813812,CALLE,59,,,CARRERA,9,,,
2021-05-21,Conductor,Herido,Choque,M,26,1,CALLE 65C CARRERA 20,10.968075,-74.809228,CALLE,65C,,,CARRERA,20,,,
2021-05-21,Ciclista,Herido,Choque,M,35,1,CARRERA 36 CALLE 87,10.981179,-74.831477,CARRERA,36,,,CALLE,87,,,
2021-05-21,Conductor,Herido,Choque,F,58,1,CARRERA 54 CALLE 74,11.000387,-74.802837,CARRERA,54,,,CALLE,74,,,
2021-05-22,Pasajero,Herido,Caida Ocupante,F,55,1,CALLE 98 CARRERA 15 SUR,10.922826,-74.805247,CALLE,98,,,CARRERA,15,,SUR,
2021-05-23,Motociclista,Herido,Choque,F,32,1,CALLE 110 CARRERA 18 SUR,10.922041,-74.80433,CALLE,110,,,CARRERA,18,,SUR,
2021-05-23,Motociclista,Herido,Choque,M,31,1,CALLE 51B CARRERA 3D,10.939472,-74.809132,CALLE,51B,,,CARRERA,3D,,,
2021-05-23,Motociclista,Herido,Choque,M,49,1,CALLE 88 CARRERA 71,11.019332,-74.813287,CALLE,88,,,CARRERA,71,,,
2021-05-23,Motociclista,Herido,Choque,M,41,1,CARRERA 21 CALLE 40B,10.960942,-74.791207,CARRERA,21,,,CALLE,40B,,,
2021-05-23,Pasajero,Herido,Choque,M,8,1,CARRERA 45B CALLE 94,11.004007,-74.827991,CARRERA,45B,,,CALLE,94,,,
2021-05-23,Ciclista,Herido,Choque,M,19,1,CARRERA 6 CALLE 73C,10.947282,-74.817077,CARRERA,6,,,CALLE,73C,,,
2021-05-23,Motociclista,Herido,Choque,M,26,1,CARRERA 6 CALLE 73C,10.947282,-74.817077,CARRERA,6,,,CALLE,73C,,,
2021-05-23,Pasajero,Herido,Choque,M,64,1,CARRERA 6 CALLE 73C,10.947282,-74.817077,CARRERA,6,,,CALLE,73C,,,
2021-05-24,Peaton,Herido,Atropello,M,30,1,CALLE 38 CARRERA 35,10.975419,-74.782538,CALLE,38,,,CARRERA,35,,,
2021-05-24,Motociclista,Herido,Choque,M,39,1,CALLE 30 CARRERA 21B,10.958695,-74.785205,CALLE,30,,,CARRERA,21B,,,
2021-05-24,Acompañante,Herido,Choque,M,45,1,CALLE 60 CARRERA 21B,10.968534,-74.803078,CALLE,60,,,CARRERA,21B,,,
2021-05-24,Conductor,Herido,Choque,M,44,1,CALLE 79 CARRERA 51B,11.002595,-74.809175,CALLE,79,,,CARRERA,51B,,,
2021-05-24,Pasajero,Herido,Choque,M,54,1,CALLE 79 CARRERA 51B,11.002595,-74.809175,CALLE,79,,,CARRERA,51B,,,
2021-05-24,Motociclista,Herido,Choque,M,37,1,CARRERA 20 CALLE 36B,10.95784,-74.789042,CARRERA,20,,,CALLE,36B,,,
2021-05-24,Ciclista,Herido,Choque,M,48,1,CARRERA 65 CALLE 96,11.019875,-74.82014,CARRERA,65,,,CALLE,96,,,
2021-05-25,Motociclista,Herido,Choque,M,36,1,CARRERA 22 CALLE 37,10.962187,-74.787169,CARRERA,22,,,CALLE,37,,,
2021-05-25,Motociclista,Herido,Choque,M,35,1,CARRERA 8 CALLE 36B,10.946007,-74.792143,CARRERA,8,,,CALLE,36B,,,
2021-05-26,Motociclista,Herido,Choque,M,33,1,CALLE 30 CARRERA 13,10.950124,-74.785775,CALLE,30,,,CARRERA,13,,,
2021-05-26,Motociclista,Herido,Choque,M,31,1,CARRERA 4B CALLE 23,10.942172,-74.779053,CARRERA,4B,,,CALLE,23,,,
2021-05-26,Acompañante,Herido,Choque,M,30,1,VIA 40 CALLE 78,11.019796,-74.798127,VIA,40,,,CALLE,78,,,
2021-05-26,Acompañante,Herido,Choque,M,30,1,VIA 40 CALLE 78,11.019796,-74.798127,VIA,40,,,CALLE,78,,,
2021-05-26,Motociclista,Herido,Choque,M,27,1,VIA 40 CALLE 78,11.019796,-74.798127,VIA,40,,,CALLE,78,,,
2021-05-26,Motociclista,Herido,Choque,M,27,1,VIA 40 CALLE 78,11.019796,-74.798127,VIA,40,,,CALLE,78,,,
2021-05-27,Motociclista,Herido,Choque,M,36,1,CALLE 110 CARRERA 6E,11.033264,-74.830955,CALLE,110,,,CARRERA,6E,,,
2021-05-27,Pasajero,Herido,Choque,M,41,1,CALLE 110 CARRERA 6E,11.033264,-74.830955,CALLE,110,,,CARRERA,6E,,,
2021-05-27,Peaton,Herido,Choque,F,74,1,CALLE 30 CARRERA 29,10.967704,-74.781695,CALLE,30,,,CARRERA,29,,,
2021-05-27,Motociclista,Herido,Choque,M,32,1,CALLE 36B CARRERA 17,10.954391,-74.791129,CALLE,36B,,,CARRERA,17,,,
2021-05-27,Acompañante,Herido,Choque,M,28,1,CALLE 48 CARRERA 24,10.968046,-74.794511,CALLE,48,,,CARRERA,24,,,
2021-05-27,Motociclista,Herido,Choque,M,27,1,CALLE 48 CARRERA 24,10.968046,-74.794511,CALLE,48,,,CARRERA,24,,,
2021-05-27,Motociclista,Herido,Choque,M,31,1,CALLE 52 CARRERA 64,10.997624,-74.788469,CALLE,52,,,CARRERA,64,,,
2021-05-27,Motociclista,Herido,Choque,M,29,1,CALLE 99 CARRERA 58,11.017525,-74.825684,CALLE,99,,,CARRERA,58,,,
2021-05-27,Motociclista,Herido,Choque,M,37,1,CALLE 99 CARRERA 9C,10.956395,-74.830883,CALLE,99,,,CARRERA,9C,,,
2021-05-27,Conductor,Herido,Choque,M,48,1,CARRERA 46 CALLE 75,10.996039,-74.8089,CARRERA,46,,,CALLE,75,,,
2021-05-28,Motociclista,Herido,Choque,M,24,1,CARRERA 20 CALLE 53D,10.965823,-74.801613,CARRERA,20,,,CALLE,53D,,,
2021-05-28,Pasajero,Herido,Choque,M,21,1,CARRERA 53 CALLE 58,11.008842,-74.818203,CARRERA,53,,,CALLE,58,,,
2021-05-29,Peaton,Herido,Atropello,F,47,1,CALLE 30 CARRERA 36,10.975015,-74.777901,CALLE,30,,,CARRERA,36,,,
2021-05-29,Motociclista,Herido,Choque,M,21,2,CALLE 24 CARRERA 12,10.951033,-74.778158,CALLE,24,,,CARRERA,12,,,
2021-05-29,Pasajero,Herido,Choque,F,21,1,CALLE 24 CARRERA 12,10.951033,-74.778158,CALLE,24,,,CARRERA,12,,,
2021-05-29,Motociclista,Herido,Choque,M,21,1,CALLE 57 CARRERA 37,10.981597,-74.796874,CALLE,57,,,CARRERA,37,,,
2021-05-30,Motociclista,Herido,Choque,M,25,1,CALLE 31 CARRERA 12,10.981111,-74.775784,CALLE,31,,,CARRERA,12,,,
2021-05-30,Conductor,Herido,Choque,M,25,1,CALLE 70 CARRERA 54,10.998087,-74.799896,CALLE,70,,,CARRERA,54,,,
2021-05-30,Acompañante,Herido,Choque,M,45,1,CALLE 76 CARRERA 50,11.000489,-74.808219,CALLE,76,,,CARRERA,50,,,
2021-05-30,Conductor,Herido,Choque,M,29,1,CALLE 76 CARRERA 50,11.000489,-74.808219,CALLE,76,,,CARRERA,50,,,
2021-05-30,Motociclista,Herido,Choque,M,32,1,CARRERA 18 CALLE 73,10.916473,-74.805832,CARRERA,18,,,CALLE,73,,,
2021-05-31,Acompañante,Herido,Choque,M,39,1,AVENIDA CIRCUNVALAR CARRERA 7,10.946703,-74.775623,AVENIDA,,CIRCUNVALAR,,CARRERA,7,,,
2021-05-31,Conductor,Herido,Choque,M,29,1,AVENIDA CIRCUNVALAR CARRERA 7,10.946703,-74.775623,AVENIDA,,CIRCUNVALAR,,CARRERA,7,,,
2021-05-31,Motociclista,Herido,Choque,M,27,1,CALLE 110 CARRERA 43C,10.999759,-74.840926,CALLE,110,,,CARRERA,43C,,,
2021-05-31,Pasajero,Herido,Choque,M,11,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-05-31,Pasajero,Herido,Choque,M,13,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-05-31,Pasajero,Herido,Choque,M,30,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-05-31,Pasajero,Herido,Choque,M,31,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-05-31,Pasajero,Herido,Choque,M,45,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-05-31,Pasajero,Herido,Choque,M,68,1,CALLE 110 CARRERA 6,11.033264,-74.830955,CALLE,110,,,CARRERA,6,,,
2021-05-31,Pasajero,Herido,Choque,M,7,1,CALLE 110 CARRERA 9G,11.033264,-74.830955,CALLE,110,,,CARRERA,9G,,,
2021-05-31,Acompañante,Herido,Choque,M,45,1,CARRERA 14 CALLE 44,10.953959,-74.795929,CARRERA,14,,,CALLE,44,,,
2021-05-31,Motociclista,Herido,Choque,M,23,1,CARRERA 14 CALLE 44,10.953959,-74.795929,CARRERA,14,,,CALLE,44,,,
2021-06-01,Pasajero,Herido,Choque,M,42,1,AVENIDA CIRCUNVALAR CARRERA 43,10.995709,-74.839189,AVENIDA,,CIRCUNVALAR,,CARRERA,43,,,
2021-06-01,Motociclista,Herido,Choque,M,28,1,CALLE 110 CARRERA 43,10.995709,-74.839189,CALLE,110,,,CARRERA,43,,,
2021-06-01,Motociclista,Herido,Choque,M,22,1,CALLE 29 CARRERA 23,10.961898,-74.783019,CALLE,29,,,CARRERA,23,,,
2021-06-01,Pasajero,Herido,Choque,F,33,1,CALLE 47 CARRERA 26,10.968415,-74.792081,CALLE,47,,,CARRERA,26,,,
2021-06-01,Pasajero,Herido,Choque,M,8,1,CALLE 47 CARRERA 26,10.968415,-74.792081,CALLE,47,,,CARRERA,26,,,
2021-06-01,Pasajero,Herido,Choque,M,71,1,CALLE 47 CARRERA 26,10.968415,-74.792081,CALLE,47,,,CARRERA,26,,,
2021-06-01,Pasajero,Herido,Choque,F,27,1,CARRERA 15 SUR CALLE 48,10.922726,-74.80698,CARRERA,15,,SUR,CALLE,48,,,
